Time,Tamb,Tparrot,wt56,wt2425
Fri Jun 14 13:17:00 2024,31.562,27.75,-5.60154499999997,3.8441666666665695
Fri Jun 14 13:17:33 2024,31.562,27.75,-5.691544999999969,3.7066666666665697
Fri Jun 14 13:18:05 2024,31.562,27.812,-5.581544999999969,3.80666666666657
Fri Jun 14 13:18:38 2024,31.562,27.75,-5.636544999999969,3.7991666666665695
Fri Jun 14 13:19:10 2024,31.562,27.812,-5.694044999999969,3.7691666666665697
Fri Jun 14 13:19:43 2024,31.625,27.812,-5.5928125,3.9141666666665698
Fri Jun 14 13:20:15 2024,31.625,27.812,-5.5528125,3.91166666666657
Fri Jun 14 13:20:47 2024,31.687,27.812,-5.568107499999969,3.7716666666665697
Fri Jun 14 13:21:20 2024,31.562,27.812,-5.769044999999969,3.9466666666665695
Fri Jun 14 13:21:52 2024,31.562,27.812,-5.759044999999969,3.9166666666665697
Fri Jun 14 13:22:25 2024,31.625,27.875,-5.7578125,3.9391666666665697
Fri Jun 14 13:22:57 2024,31.625,27.875,-5.7553125,3.88916666666657
Fri Jun 14 13:23:30 2024,31.625,27.875,-5.7553125,3.8591666666665696
Fri Jun 14 13:24:02 2024,31.687,27.875,-5.653107499999969,3.99666666666657
Fri Jun 14 13:24:35 2024,31.687,27.875,-5.668107499999969,4.0091666666665695
Fri Jun 14 13:25:07 2024,31.687,27.875,-5.665607499999969,3.9816666666665697
Fri Jun 14 13:25:40 2024,31.687,27.937,-5.7481074999999695,4.04666666666657
Fri Jun 14 13:26:12 2024,31.687,27.937,-5.665607499999969,3.9816666666665697
Fri Jun 14 13:26:44 2024,31.75,27.937,-5.656875,3.9991666666665697
Fri Jun 14 13:27:17 2024,31.687,28.0,-5.805607499999969,3.9991666666665697
Fri Jun 14 13:27:49 2024,31.687,27.937,-5.805607499999969,4.05166666666657
Fri Jun 14 13:28:22 2024,31.687,27.937,-5.8956074999999695,4.064166666666569
Fri Jun 14 13:28:54 2024,31.687,27.937,-5.8331074999999695,4.07416666666657
Fri Jun 14 13:29:27 2024,31.687,28.0,-5.915607499999969,4.036666666666569
Fri Jun 14 13:29:59 2024,31.75,28.0,-5.751875,4.11916666666657
Fri Jun 14 13:30:32 2024,31.75,28.062,-5.791875,4.0941666666665695
Fri Jun 14 13:31:04 2024,31.812,28.0,-5.712169999999969,4.03416666666657
Fri Jun 14 13:31:37 2024,31.812,28.062,-5.717169999999969,3.9891666666665695
